MS COCO Image ID,Question ID,Soru,Yapay Zeka Cevabi,Gercek Cevaplar,Durum
262148,262148000,Where is he looking?,down,down; down; at table; skateboard; down; table; down; down; down; down,Dogru
132652,132652020,Is she using a new iPhone?,no,no; no; no; no; no; yes; yes; no; no; yes,Dogru
132652,132652021,What is on the woman's arm?,watch,bracelet; watch; watch; bracelet; watch; bracelet; watch; watch; watch; watch,Dogru
132652,132652022,Did she whiten her teeth recently?,yes,no; yes; no; no; no; no; yes; no; yes; no,Dogru
132652,132652023,What is the color of her bracelet?,silver,silver; silver; silver; silver; silver; silver; silver; silver; silver; silver,Dogru
132652,132652024,What kind of phone is she holding?,flip phone,cordless; flip; cordless; cell phone; cell phone; unknown; cell; flip phone; cell phone; cell phone,Dogru
132652,132652025,Does this woman have makeup?,yes,yes; no; yes; no; yes; yes; no; no; no; yes,Dogru
525869,525869000,Are there trees?,yes,yes; yes; yes; yes; yes; no; yes; yes; in background; yes,Dogru
525869,525869001,What are the sheep eating?,hay,hay; hay; hay; hay; hay; hay; hay; hay; hay; hay,Dogru
525869,525869002,How many sheep are lying down?,3,3; at least 3; 3; 3; 3; 3; 3; 3; 3; 3,Dogru
415325,415325000,What color is the sign?,yellow,yellow; yellow; yellow; yellow; yellow; yellow; yellow and black; yellow; yellow; yellow and black,Dogru
415325,415325001,What does the sign say?,safe passage,safe passage; safe passage; safe passage; safe passage; safe passage; safe passage; safe passage; safe passage; safe passage; safe passage,Dogru
415325,415325002,Is there a fire?,no,no; no; no; yes; no; no; maybe; no; no; no,Dogru
1584,1584000,Is this bus more than one color?,yes,no; no; no; no; no; no; red; no; red; yes,Dogru
1584,1584001,What city was this photo taken in?,london,aldwych; aldwych; aldwych; england; london; london; london; london; aldwych; london,Dogru
1584,1584002,How many people can the red buses hold?,50,lot; 50; 32; 40; 20; 30; 120; 100; 40; 50,Dogru
1584,1584003,Does this bus need new tires?,no,no; no; no; no; no; no; yes; no; no; no,Dogru
1584,1584004,How many levels is the bus?,2,2; 2; 2; 2; 2; 2; 2; 2; 2; 2,Dogru
1584,1584005,Where is the bus going?,downtown,aldwych; aldwych; aldwych; aldwych; aldwych; aldwych; station; aldwych; city; aldwych,Yanlis
1584,1584006,Where are there gears?,nowhere,transmission; engine; engine; in bus; inside; in bus; front; engine; inside bus; in bus,Yanlis
1584,1584007,What number is on the black sign on this bus?,15,15; 15; 15; 15; 15; 15; 15; 15; 9; 15,Dogru
1584,1584008,What number is the red bus?,15,15; 15; 15; 15; 15; 15; 15; 15; 15; 15,Dogru
1584,1584009,What is the number on the red bus?,15,15; 15; 15; 15; 15; 15; 15; 15; 15; 15,Dogru
1584,1584010,What color is the bus?,red,red; red; red; red; red; red; red; red; red; red,Dogru
1584,1584011,What number is on the bus?,15,15; 15; 15; 15; 15; 15; 15; 15; 15; 15,Dogru
1584,1584012,Where is the handicap sign on the bus?,front,on door; side; no; door; none; no; entrance; on side; middle; no,Yanlis
1584,1584013,Does this bus have an open air deck?,no,no; yes; no; no; no; no; no; no; no; no,Dogru
1584,1584014,Where is the picture?,london,london; in london; road; aldwych; london; aldwych; london; london; outside; england,Dogru
1584,1584015,What is the number of the bus?,15,15; 15; 15; 15; 15; 15; 15; 15; 15; 15,Dogru
1584,1584016,Is that a commercial bus?,yes,yes; yes; yes; yes; yes; yes; yes; yes; no; yes,Dogru
1584,1584017,How long is the bus?,15 feet,15 foot; very long; 4 passenger; 30 feet; 12 ft; medium; 20 feet; short; 30 feet; 20 ft,Yanlis
394801,394801000,How many brown fruit are shown?,20,19; lots; 5 bunches; 5 bunches; 21; 1; 0; 32; 3; 20,Dogru
394801,394801001,What are the different fruit shown in the picture?,bananas and apples,"3; bananas; bananas and apples; plantains apples melons; bananas; bananas melon; bananas; melons,bananas,apples; 3; 3",Dogru
394801,394801002,What is brown?,bananas,bananas; bananas; plantains; bananas; bananas; plantains; bananas; bananas; bananas; bananas,Dogru
394801,394801003,Are the brown fruit ripe?,yes,yes; yes; yes; no; no; yes; yes; yes; yes; no,Dogru
1590,1590000,What are the items in?,truck,truck; truck; truck; buckets; truck; truck; truck; dumpster; dumpster; truck,Dogru
1590,1590001,Has the trailer been packed?,yes,yes; yes; yes; yes; yes; yes; yes; no; yes; yes,Dogru
1590,1590002,Which object in this trailer is an animal?,cow,cow; cow; cow; cow; cow; cow; cow; cow; cow; cow,Dogru
1591,1591000,Are these women sitting on a train?,no,no; no; no; no; no; no; no; no; no; no,Dogru
1591,1591001,Does there appear to be a show on the TV or is likely a reflection?,reflection,reflection; reflection; tv show; reflection; reflection; show; reflection; show; reflection; reflection,Dogru
1591,1591002,Which control is the remote?,on left,gray one; on left; big one; one on right; tv; left; on left; yes; first; on left,Dogru
1591,1591003,How many remotes are there?,2,2; 2; 2; 2; 2; 2; 2; 2; 2; 2,Dogru
1592,1592000,Is this female an adult?,no,no; no; no; no; no; no; no; no; no; no,Dogru
1592,1592001,Is the child's foot raised?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
1592,1592002,What color is the umbrella?,red,red; red; pink; red; red; red; red; red; red; red,Dogru
1599,1599000,What is the color of the field?,orange,orange; brown; brown; red; red; brown; orange; red; orange; orange,Dogru
1599,1599001,Where are the striped awnings?,on building,court; background; on court; on top of building; on court; deck; top of building; in field; on roof; very back of pic,Yanlis
1599,1599002,Does this appear to be an actual match?,yes,yes; yes; yes; yes; yes; no; yes; no; no; no,Dogru
1599,1599003,What type of court is this?,tennis,tennis; tennis; tennis; tennis; clay; tennis; tennis; tennis; tennis; tennis,Dogru
153184,153184000,How many birds are there?,3,3; 3; 3; 3; 3; 3; 3; 3; 3; 3,Dogru
153184,153184001,Are there trees in the background?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
153184,153184002,What purpose do the birds on the giraffe's back serve?,eat bugs,they are resting; sleep; eat bugs; cleaning; picking ticks; eat bugs; to eat bugs; eat parasites; decoration; none,Dogru
371638,371638000,Is there graffiti on the train?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
371638,371638001,How many doors are visible on the train car?,1,0; 0; 0; 0; 0; 0; 0; 0; 0; 1,Dogru
371638,371638002,Is this a passenger train?,yes,yes; yes; yes; yes; no; yes; yes; yes; yes; yes,Dogru
371638,371638003,What cartoon character is painted on the train?,spongebob,kitty; cow; finn; bailey; bae4; pig; binary; minions; finn; finn from adventure time,Yanlis
22113,22113000,What color is the hydrant?,red and green,"red, green, and white; red and green; red, white and green; red & green; red, green, and white; red and green; red, green, and white; red white and green; red white green; red, white, and green",Dogru
22113,22113001,Does the red fire hydrant need new paint?,no,no; no; no; no; no; no; no; no; no; no,Dogru
22113,22113002,Is there grass in this photo?,yes,yes; yes; yes; yes; no; yes; yes; yes; yes; yes,Dogru
22113,22113003,Is it a rainy day?,no,no; no; no; no; no; no; no; no; no; no,Dogru
132682,132682000,Is the seat up?,yes,yes; yes; no; no; no; yes; yes; yes; yes; no,Dogru
132682,132682001,How many toilets are there?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
132682,132682002,"Which roll of toilet paper, left or right, appears to have less paper?",left,right; ;eft; left; left; left; left; left; left; right; right,Dogru
132682,132682003,What color is the toilet?,white,white; white; ecru; white; white; white; white; white; white; white,Dogru
132682,132682004,Is there a window in this room?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
525899,525899000,What color is the woman wearing?,black,black; black; black; black; black; black; black; black; black; black,Dogru
525899,525899001,Is the photo in black and white?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
525899,525899002,How deep is the water?,very deep,deep; 12 feet; unknown; deep; very; 4 feet; deep; shallow; deep; 4',Yanlis
263758,263758000,How many engines does the plane have?,4,4; 4; 4; 4; 4; 4; 4; 4; 4; 2,Dogru
263758,263758001,Is the plane at an airport?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
263758,263758002,How many planes?,1,2; 1; 1; 1; 2; 1; 1; 1; 2; 1,Dogru
525903,525903000,What is green dish on left top?,spinach,spinach; spinach; spinach; spinach; beans; spinach; spinach; spinach; broccoli slaw; spinach,Dogru
525903,525903001,What color plate is the spinach on?,white,white; white; white; blue and white; white; blue; white; white; blue and yellow; white,Dogru
525903,525903002,What kind of food is shown?,vegetables,"vegetarian; salad; veggies; potatoes and salad; unsure; broccoli slaw; salad and macaroni and cheese; salad and casserole; salad; spinach, coleslaw, macaroni and cheese",Yanlis
132689,132689000,How are the trees being held up?,by tree,wire; ropes; with wires; yes; trunks; wires; with strings; rope; trunks; anchors,Yanlis
132689,132689001,What kind of benches are here?,stone,marble; cement; stone; concrete; stone; cement; stone; stone; concrete; cement,Dogru
132689,132689002,How many people could fit at the table?,4,4; 4; 4; 4; 2; 4; 2; 2; 2; 2,Dogru
132690,132690000,What is the basket made of?,wicker,yarn; wicker; bamboo; fabric; yarn; cloth; fabric; wicker; material; cotton,Dogru
132690,132690001,Is this a Siamese cat?,no,no; no; no; no; no; no; yes; no; no; no,Dogru
132690,132690002,Where is a push vacuum?,behind cat,background; back; in background; left rear; far back; behind cat; behind cat; background; on floor; background,Dogru
525908,525908000,What color is the man's outfit?,white,white; white; white; white; white; white; white; white; white; white,Dogru
525908,525908001,What is the man's mood?,happy,happy; happy; happy; happy; happy; happy; happy; happy; happy; happy,Dogru
525908,525908002,What fell off of the man's head?,hat,hat; hat; hat; hat; hat; hat; visor; hat; cap; hat,Dogru
65806,65806000,What is the man holding?,lighter,chi; lighter; lighter; lighter; phone; lighter; lighter; lighter; lighter; light,Dogru
65806,65806001,Which is the lightest color straw in the glass?,pink,yellow; pink; yellow; pink; yellow; yellow; yellow; pink; pink; red,Dogru
65806,65806002,Is the television on?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
394840,394840000,Which animal is leading the sheep?,horse,horse; dog; horse; dog; horse; sheepdog; horses and dogs; horse; dog; dog,Dogru
394840,394840001,Is there a man on top of the horse?,yes,yes; man; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
394840,394840002,Which way does the road curve?,left,to left; left; left; left; left; left; left; to left; left; left,Dogru
394841,394841000,How many doorways are there?,2,2; 2; 2; 2; 2; 2; 2; 2; 3; 2,Dogru
394841,394841001,What holds magnets?,refrigerator,refrigerator; refrigerator; refrigerator; refrigerator; fridge; refrigerator; fridge; refrigerator; fridge; refrigerator,Dogru
394841,394841002,What kitchen appliance is featured next to the door?,refrigerator,refrigerator; refrigerator; fridge; fridge; refrigerator; fridge; fridge; fridge; refrigerator; refrigerator,Dogru
1626,1626000,What material is most dominant in texture in this picture?,wood,wood; wood; wood; plants; wood; cotton; wood; wood; wood; wood,Dogru
1626,1626001,What are the people doing?,playing wii,playing video game; playing wii; playing wii; playing wii; playing video game; wii; dancing; playing game; playing wii; playing wii,Dogru
1626,1626002,Are there flowers in the room?,yes,yes; yes; no; no; yes; yes; yes; no; yes; no,Dogru
132702,132702000,What should be removed before eating?,stem,stem; leaves; leaves; outside leaves; stalks; leaves; leaf; stems; head; stem,Dogru
132702,132702001,Is this vegetable better cooked?,yes,no; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
132702,132702002,What vegetable is this?,broccoli,broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli,Dogru
132703,132703000,Is what the guy is doing look safe?,no,no; no; no; no; no; no; no; no; no; no,Dogru
132703,132703001,Are his arms by his side?,no,no; no; yes; no; no; no; no; no; no; no,Dogru
132703,132703002,What color is his shirt?,orange,orange; orange; red; orange; red; orange; red; orange; red; orange,Dogru
132706,132706000,Is the meal hot or cold?,hot,cold; hot; cold; hot; cold; hot; hot; hot; hot; hot,Dogru
132706,132706001,Is this meal made by a chef?,yes,no; no; yes; yes; no; yes; yes; yes; yes; yes,Dogru
132706,132706002,What is this?,food,fruit salad; food; fancy food; food; food; salad; lunch; sandwich; sandwich; salad,Dogru
263780,263780000,Is there anything growing on the rock?,no,no; moss; no; no; no; no; yes; no; no; no,Dogru
263780,263780001,How many elephants are standing there?,2,2; 2; 2; 2; 2; 2; 2; 2; 2; 2,Dogru
263780,263780002,What is the baby elephant doing?,standing,standing next adult; walking; walking; nursing; standing; walking; walking; standing; standing; standing,Dogru
263780,263780003,How many legs are visible?,8,7; 8; 7; 8; 7; 7; 7; 7; 8; 7,Dogru
263780,263780004,Are these elephants in a zoo?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
263780,263780005,Are there stones in the picture?,yes,yes; yes; yes; yes; water; yes; yes; yes; yes; yes,Dogru
263780,263780006,Is the baby the same color as the mom?,yes,no; yes; no; yes; yes; yes; yes; no; no; yes,Dogru
263780,263780007,How many elephants?,2,2; 2; 2; 2; 2; 2; 2; 2; 2; 2,Dogru
263780,263780008,Which elephant is tallest?,one on right,adult; left; left; left; one on left; one on left; left; left one; left one; left,Yanlis
263780,263780009,Where is the small elephant in the scene?,in front,right of large elephant; behind; right; beside big one; behind large elephant; near mother; left of mom; next to larger one; right; near adult one,Yanlis
263780,263780010,Why is one elephant smaller than the other?,it ' s baby,yes; baby; baby; ones baby; it is younger; one is baby; it is baby; yes; parent and baby; baby,Yanlis
22118,22118000,How many umbrellas are open?,8,6; 10; 7; 9; 9; 10; 9; many; 7; 7,Yanlis
22118,22118001,How many umbrellas are there?,8,10; 8; 10; 6; 8; 10; 8; 8; 9; 9,Dogru
22118,22118002,Are all the umbrellas open?,yes,no; no; no; yes; no; no; no; no; yes; no,Dogru
22118,22118003,Is the beach sandy?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
22118,22118004,How many people are in the picture?,many,20; 12; 26; 7; several; 40; 20; lot; many; 20+,Dogru
525927,525927000,Is there a blue house in the photo?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
525927,525927001,What is on the water?,boats,houseboats; bridge; houses; houses; boats and houses; houseboats; houseboats; boats; boats and houses; houseboats,Dogru
525927,525927002,Is one of the houseboats a business?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
289813,289813000,Where is the boy and luggage?,on grass,on grass; grass; on grass; grass; on ground; grass; ground; on yard; grass; porch,Dogru
289813,289813001,Is the boys shirt plaid?,no,no; no; no; no; no; yes; no; no; yes; no,Dogru
289813,289813002,What does the boy have by him?,suitcase,luggage; suitcase; suitcase; luggage; luggage; suitcase; luggage; suitcase; suitcase; suitcase,Dogru
306108,306108000,Where is the stove?,left,to right of window; kitchen; kitchen; kitchen; right bottom corner; on right; right side; kitchen; on right; next to counter,Yanlis
306108,306108001,Has this kitchen ever been used?,yes,yes; yes; yes; yes; yes; no; yes; yes; yes; yes,Dogru
306108,306108002,Is the electricity working?,yes,no; yes; yes; yes; no; yes; no; yes; yes; yes,Dogru
306108,306108003,Is the kitchen empty?,yes,yes; yes; no; yes; yes; yes; yes; no; yes; no,Dogru
306108,306108004,What color is the oven?,white,white; white; white; white; white; white; white; white; white; white,Dogru
1647,1647000,What is the scissor for?,cutting,cutting paper; rock paper scissors; cutting; cut package; cutting; cutting; cutting; cutting; cutting paper; cutting,Dogru
1647,1647001,What popular game does this represent?,rock paper scissors,"what is open; rock paper scissors; rock paper scissors; rock paper scissors; rock, paper, scissors; paper rock scissors; cut biscuit; scissor paper rock; rock paper scissors; rock paper scissors",Dogru
1647,1647002,What tool is being used for cutting?,scissors,scissors; scissors; scissors; scissors; scissor; scissors; scissors; scissors; scissors; scissors,Dogru
263793,263793000,What made the tracks in the picture?,car,plow; vehicle; car; vehicle; vehicle; car; jeep; car; vehicles; truck,Dogru
263793,263793001,How many standing trees are visible in the picture?,10,lots; many; 2; 11; too many to count; 12; 6; 9; 8; 3,Yanlis
263793,263793002,How many animals are in the picture?,2,2; 2; 3; 2; 2; 2; 2; 2; 2; 2,Dogru
263793,263793003,Are the cows on the road?,no,no; no; no; yes; no; no; no; no; no; no,Dogru
263793,263793004,Are the animals at the zoo?,no,no; no; no; no; no; no; no; no; no; no,Dogru
263793,263793005,When was this taken?,08 08 2008,august 8; summer; august; daytime; august; during day; august; 08/18/2008; in daytime; 08/18/2008,Yanlis
263793,263793006,What kind of animal is shown?,horse,cows; cow; cow; cow; cow; horses; cow; cw; cow; cow,Yanlis
263793,263793007,Is this a park?,no,reserve; no; no; no; no; no; no; yes; no; no,Dogru
263793,263793008,Is there a red flower?,no,no; no; no; no; no; no; no; no; no; no,Dogru
263793,263793009,What is on the trail?,cows,cows; cows; horses; animals; animals; horses; cows; goats; grass; cows,Dogru
263796,263796000,What color is the toilet base?,red,red; red; red; red; red; red; red; red; red; red,Dogru
263796,263796001,Is this toilet still in use?,no,no; no; no; no; no; no; no; no; no; no,Dogru
263796,263796002,Why is the toilet seat brown?,it is old,old; wooden; old; dirty; made of wood; made of wood; because it is rusted; use; rusted; old,Yanlis
1655,1655000,Is the man proud?,yes,no; yes; no; maybe; yes; maybe; no; yes; yes; yes,Dogru
1655,1655001,What is the man holding on to?,camera,cell phone; camera; cell phone; phone; camera; phone; phone; phone; cell phone; camera,Dogru
1655,1655002,Is this by a beach?,no,no; no; no; no; no; no; no; no; no; no,Dogru
1655,1655003,Is this man hairy?,no,no; no; no; yes; yes; no; yes; no; yes; yes,Dogru
1655,1655004,What is the man holding?,camera,camera; phone; camera; camera; camera phone; phone; camera; camera; phone; phone,Dogru
1655,1655005,Is the background of the picture blurry?,no,no; no; no; yes; no; no; no; yes; no; no,Dogru
1655,1655006,Does the man have long hair?,no,no; no; no; no; no; no; no; no; no; no,Dogru
1655,1655007,What is this man taking a picture of?,mountains,it cold; mountain; mountains; mountains; scenery; mountains; mountains; mountains; mountains; mountain,Dogru
1655,1655008,Does this look like fun?,no,yes; yes; no; no; no; yes; yes; yes; yes; yes,Dogru
1655,1655009,What mountain is this?,everest,alps; don't know; alps; everest; snowy; unknown; no; rainier; reiner; mckinley,Dogru
132733,132733000,Does the dog like Scooby Snacks?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
132733,132733001,What is the dog eating?,cake,no; treats; dog treat; box; paper; scooby snacks; box; treats; crackers; box,Yanlis
132733,132733002,What color is the dog's sweater?,green,green; green; green; green; green; green; green; green; green; green,Dogru
196885,196885000,Is that man throwing a fastball?,no,no; no; yes; no; no; yes; no; yes; no; yes,Dogru
196885,196885001,What color is the batter's helmet?,blue,blue; blue; blue; blue; blue; blue; blue; blue; blue; blue,Dogru
196885,196885002,What kind of bat is the baseball player holding?,wooden,wood; wood; wooden; wooden; wooden; wooden; wooden; wooden; wooden; wooden,Dogru
196885,196885003,What color is the umpire's shin pads?,black,he doesn't have any; black; gray; black; lack; gray; black; none; black; black and burgundy,Dogru
196885,196885004,Did the batter hit the ball?,yes,yes; not yet; yes; yes; no; no; no; no; maybe; yes,Dogru
196885,196885005,What is the batter's gender?,male,male; male; male; male; male; male; male; male; male; male,Dogru
196885,196885006,What brand are the batter's shoes?,nike,nike; nike; adidas; clear; nike; nike; nike; nike; nike; nike,Dogru
196885,196885007,Where are the players playing?,baseball field,baseball; baseball; baseball; baseball stadium; baseball stadium; baseball field; baseball; baseball; field; baseball,Dogru
1667,1667000,What is the child holding?,spoon,fork; fork; fork; fork; fork; fork; fork; fork; fork; fork,Yanlis
1667,1667001,What is pictured on the girls shirt?,cake,cake; cake; cake with strawberries on top; cake; cake; cake; cake; cake; cake; cake,Dogru
1667,1667002,What type of fork does the baby have in her mouth?,plastic,plastic; plastic; plastic; plastic; plastic; plastic disposable fork; plastic; plastic; plastic; plastic,Dogru
1667,1667003,How far away is the barn?,far,few yards; distant; not far; far; walking distance; 100 feet; 1000 feet; 20 feet; far; 25 yards,Dogru
1667,1667004,Is the child looking to the left?,no,yes; no; no; no; no; yes; yes; maybe; yes; yes,Dogru
1668,1668000,On which team does Crawford play?,rays,rays; rays; rays; mets; rays; rays; rays; rays; rays; tampa bay rays,Dogru
1668,1668001,Which team has the lowest number on the wall?,rays,?; bal; bal; tor; baltimore; bal; bal; bal; bal; bal,Yanlis
1668,1668002,How many teams are on the wall?,3,18; don't know; 12; 12; 12; 12; 12; 10; 23; 12,Yanlis
1675,1675000,What color is the cat's whiskers?,white,white; white; white; white; white; white; white; white; white; white,Dogru
1675,1675001,What is the name of this cat?,fluffy,tabby; don't know; whiskers; fluffy; bob; unknown; no; blackie; scooter; fluffy,Dogru
1675,1675002,What animal is it?,cat,cat; cat; cat; cat; cat; cat; cat; cat; cat; cat,Dogru
394892,394892000,IS this child outside?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
394892,394892001,Is this a safe neighborhood?,yes,yes; yes; yes; yes; maybe; yes; yes; yes; no; yes,Dogru
394892,394892002,What color is the SUV?,white,white; white; white; white; white; white; white; white; white; white,Dogru
1682,1682000,Is the girl in the middle drowning??,no,no; no; there is no girl; no; no; no; no; no; no; no,Dogru
1682,1682001,Is the water clear?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; no,Dogru
1682,1682002,What are the round orange items?,buoys,bouye; buoys; buoys; buoys; buoys; balls; buoys; buoy; buoys; buoys,Dogru
1682,1682003,What are the white areas on the water called?,ripples,unsure; sunlight; ripples; ripples; ripples; foam; waves; boat; waves; streaks,Dogru
1682,1682004,Is the ship at sea?,yes,yes; no; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
1682,1682005,How many boats are pictured here?,1,1; 2; 1; 2; 2; 1; 2; 1; 2; 1,Dogru
1682,1682006,How many sailboats are in the background?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
1682,1682007,Is the boat in the foreground?,no,no; yes; yes; no; no; no; no; no; yes; no,Dogru
1682,1682008,Why do the boats not have their sails up?,no wind,fishing; sitting; no wind; anchor; not moving; no wind; they don't want to move; no wind; no wind; no wind,Dogru
1682,1682009,Is there a dog in the image?,no,no; no; no; no; no; no; no; no; no; no,Dogru
1682,1682010,Is that a sailboat?,yes,yes; no; yes; yes; yes; yes there is sail boat; yes; yes; not sure; yes,Dogru
1682,1682011,What temperature do you think the water is?,warm,warm; 70; 65*f; 60 degrees; 74; 65 degrees; cold; warm; 30; cold,Dogru
1682,1682012,Is this ship a military ship?,no,no; no; yes; no; no; no; no; no; no; no,Dogru
525971,525971000,How many bikers are in this image?,100,can't count; 6; 10; about 100; about 100; thousand; hundreds; 100; 15; 145,Dogru
525971,525971001,Would this be considered a motorcycle convention?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
525971,525971002,Does it look like a nice day?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
263828,263828000,What are the names of all three bikes pictured?,harley davidson,"no; unknown; theremin; cycles; triumph; bicycle and motorcycles; harley davidson; bicycle, motorcycle, hog; trl; motorcycles",Dogru
263828,263828001,How many exhaust pipes are there?,2,1; 1; 1; 1; 1; 1; 2; normal; 2; 2,Dogru
263828,263828002,How many bikes are present?,2,1; 1; 2; 2; 2; 3; 2; 2; 3; 1,Dogru
263828,263828003,What color is the bike?,black,black; black; black; black; black; black; black; black; black; black,Dogru
263828,263828004,Is there a different kind of bike in the picture?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; no,Dogru
263828,263828005,Does this motorcycle have custom paint?,no,no; no; yes; yes; no; no; no; no; no; no,Dogru
263828,263828006,What material is the seat of the bike made out of?,leather,leather; leather; leather; leather; leather; leather; leather; leather; hard fabric; leather,Dogru
263828,263828007,What brand of motorcycle is this?,harley,triumph; triumph; harley; honda; triumph; tremors; triumph; honda; harley; triumph,Dogru
263828,263828008,How many bikes are visible?,3,1; 2; 1; 3; 1; 1; 2; 1; 3; 1,Dogru
393497,393497000,What color is the sign in front of the podium?,blue,blue; green; blue; blue; blue; green; blue; blue; blue; green,Dogru
393497,393497001,Are the men standing on the grass?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
393497,393497002,Are all of the vehicles privately owned?,yes,no; no; no; no; yes; no; no; no; no; no,Dogru
394904,394904000,Where are the benches facing?,water,water; toward water; towards water; to lake; water; lake; water; water; water; water,Dogru
394904,394904001,Is anyone going for a walk?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
394904,394904002,Which direction are the people on the bench looking upstream or downstream?,upstream,upstream to right; down; up; upstream; upstream; upstream; upstream; downstream; downstream; downstream,Dogru
394904,394904003,Are these metal benches?,no,no; yes; no; no; no; no; no; no; no; no,Dogru
394904,394904004,What does the man have on his head?,hat,hat; hat; beret; hat; hat; hat; hat; hair; sunglasses; baseball cap,Dogru
263834,263834000,What are the kids on?,motorcycle,motorcycle; motorbike; motorcycle; motorcycle; moped; motorcycle; bike; motorcycle; motorcycle; bikes,Dogru
263834,263834001,How many people are on the bike?,3,3; 3; 2; 2; 3; 3; 2; 2; 2; 2,Dogru
263834,263834002,Where are the people on the bike from?,india,jj; mexico; michigan; spain; hong kong; india; asia; thailand; spain; new york,Dogru
263834,263834003,What kind of job does the rider have?,transportation,babysitting; school; mailman; unknown; courier; nanny; bike; taxi; father; plumber,Yanlis
263834,263834004,What is written on the bus?,can ' t read it,travels; travels; casons car rental; travels; travels; travels; travels; travels; travels; travels,Yanlis
394909,394909000,What is the color of the roof on the White House?,brown,black; red; red; red; brown; red; brown; red; brown; red,Dogru
394909,394909001,Which person is flying the kite?,man,kids; boy; right one; yes; boy; child; yes; kid; boy on right; man,Dogru
394909,394909002,Is this a scene on the beach?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
394909,394909003,What color is the sand?,tan,tan; beige; tan; tan; tan; brown; brown; brown; beige; brown,Dogru
525988,525988000,Are these on display?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
525988,525988001,Is that a teddy ruxpin?,yes,no; no; unknown; no; yes; yes; no; yes; yes; no,Dogru
525988,525988002,What is the name of the toy on the top left?,teddy bear,teddy bear; teddy bear; bear; teddy bear; teddy bear; teddy bear; teddy bear; teddy bear; teddy; teddy bear,Dogru
525988,525988003,What color is the bear?,brown,tan; brown; brown; brown; brown; brown purple; brown; brown; brown; brown,Dogru
525988,525988004,What is the bear's hobby?,photography,photography; photography; camera; photography; photography; photography; music; unsure; photography; photography,Dogru
525988,525988005,Does the teddy bear have an unusual name?,no,no; no; no; yes; no; yes; no; no; yes; no,Dogru
525988,525988006,What type of hat does the bear have?,none,no hat; none; no hat; none; no hat; small; none; feather; none; none,Dogru
525988,525988007,What kind of bear is on display?,teddy,teddy bear; teddy; teddy; stuffed bear; teddy; stuffed bears; stuffed bear; teddy; teddy bear; teddy,Dogru
525988,525988008,How many bears are there?,4,2; 2; 2; 1; 2; 2; 12; 7; 2; 2,Yanlis
525988,525988009,Is this bear alive?,no,no; no; no; no; no; no; yes; no; no; no,Dogru
525988,525988010,Where is the teddy bear?,table,on table; table; table; on shelf; front; shelf; table; table; yes; on display,Dogru
525988,525988011,What is holding the bear up?,camera,shelf; wall; counterweight inside; camera; shelf; camera; camera; camera; camera; camera,Dogru
525988,525988012,What color is the teddy bear?,brown,brown; brown; brown; brown; brown; brown; brown; brown; brown; brown,Dogru
525988,525988013,Can you see all four of the bear's paws?,no,yes; no; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
525988,525988014,What is written on the teddy bear's feet?,nothing,nothing; nothing; nothing; nothing; nothing; nothing; love; gund; nothing; nothing,Dogru
525988,525988015,Is there a pink teddy?,no,no; no; no; no; no; no; no; no; no; no,Dogru
525988,525988016,Is the teddy bear smiling?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
525988,525988017,What kind of scene is this?,display,store; display; indoor; decoration; store shelf; display; shop; toy; museum; display,Dogru
